match_id,length,realm,map,killer_player,killer,kills,hooks,killer_result,killer_bp,survivor0_player,survivor0,survivor0_escaped,survivor0_bp,survivor1_player,survivor1,survivor1_escaped,survivor1_bp,survivor2_player,survivor2,survivor2_escaped,survivor2_bp,survivor3_player,survivor3,survivor3_escaped,survivor3_bp
515,10,Backwater Swamp,The Pale Rose,Fungoose,Cannibal,4,12,Ruthless Killer,12353,Umbra,Nancy Wheeler,False,31309,Ayrun,Jane Romero,False,31309,ZubatLEL,Nea Karlsson,False,31309,Abadjar,Ash J. Williams,False,31309
516,13,Crotus Prenn Asylum,Father Campbell's Chapel,Ayrun,Executioner,2,10,Entity Displeased,28222,praxz,Meg Thomas,True,27907,ScottJund,Jane Romero,True,27907,Otzdarva,Laurie Strode,False,27907,hexy,Nea Karlsson,False,27907
517,13,Crotus Prenn Asylum,Father Campbell's Chapel,ScottJund,Plague,4,12,Ruthless Killer,7926,Umbra,Jake Park,False,23878,Ohmwrecker,David King,False,23878,Trivialiac,Élodie Rakoto,False,23878,Ev3ntic,Jill Valentine,False,23878
518,20,The MacMillan Estate,Coal Tower,hexy,Spirit,1,9,Brutal Killer,14186,OhTofu,Nancy Wheeler,True,28813,TheJRM_,Jonah Vasquez,True,28813,Ralph,Nancy Wheeler,False,28813,Skermz,Claudette Morel,True,28813
519,10,Crotus Prenn Asylum,Disturbed Ward,TrU3Ta1ent,Clown,1,9,Entity Displeased,28053,Skermz,Yun-Jin Lee,True,5667,ANGRYPUG,Zarina Kassir,True,5667,ZubatLEL,Adam Francis,True,5667,Uncharted,Élodie Rakoto,False,5667
520,8,Crotus Prenn Asylum,Father Campbell's Chapel,Ralph,Nemesis,2,6,Brutal Killer,8113,TrajceBrukata,Adam Francis,False,7052,Ohmwrecker,Cheryl Mason,True,7052,Ayrun,Laurie Strode,True,7052,ZubatLEL,Yun-Jin Lee,False,7052
521,9,Haddonfield,Lampkin Lane,imPROBZZ,Clown,2,6,Entity Displeased,24733,Ohmwrecker,Meg Thomas,False,26190,Otzdarva,Jeffrey "Jeff" Johansen,True,26190,TheJRM_,David King,False,26190,OhTofu,Jeffrey "Jeff" Johansen,True,26190
522,15,Backwater Swamp,The Pale Rose,Otzdarva,Trickster,0,8,Entity Displeased,31341,Bronx,Jeffrey "Jeff" Johansen,True,6249,ScottJund,Yui Kimura,True,6249,Yerv,Yui Kimura,True,6249,TrajceBrukata,Detective David Tapp,True,6249
523,12,The MacMillan Estate,Groaning Storehouse,SpookyLoopz,Plague,1,3,Entity Displeased,17728,Abadjar,Nancy Wheeler,True,16233,Ev3ntic,Nea Karlsson,True,16233,Bronx,Ace Visconti,True,16233,Skermz,Jake Park,False,16233
524,13,Crotus Prenn Asylum,Disturbed Ward,TheJRM_,Wraith,3,9,Ruthless Killer,6379,Otzdarva,Jeffrey "Jeff" Johansen,False,29900,Ralph,Claudette Morel,False,29900,Yerv,Detective David Tapp,True,29900,Trivialiac,Mikaela Reid,False,29900
525,11,Haddonfield,Lampkin Lane,SpookyLoopz,Twins,0,0,Entity Displeased,26189,Fungoose,Felix Richter,True,31257,Ralph,Nancy Wheeler,True,31257,TheJRM_,Yui Kimura,True,31257,Bronx,Jeffrey "Jeff" Johansen,True,31257
526,17,Crotus Prenn Asylum,Disturbed Ward,hexy,Nightmare,0,8,Entity Displeased,14571,ZubatLEL,Jeffrey "Jeff" Johansen,True,24943,Uncharted,Claudette Morel,True,24943,praxz,Felix Richter,True,24943,Trivialiac,Ash J. Williams,True,24943
527,13,Backwater Swamp,Grim Pantry,ANGRYPUG,Pig,0,0,Entity Displeased,11895,Otzdarva,Steve Harrington,True,31070,Ayrun,Quentin Smith,True,31070,TheJRM_,Felix Richter,True,31070,Skermz,Ace Visconti,True,31070
528,15,Crotus Prenn Asylum,Father Campbell's Chapel,TheJRM_,Wraith,4,12,Ruthless Killer,23854,Abadjar,Claudette Morel,False,26006,Ralph,Kate Denson,False,26006,SpookyLoopz,Meg Thomas,False,26006,ScottJund,Feng Min,False,26006
529,9,Backwater Swamp,The Pale Rose,Skermz,Clown,1,9,Brutal Killer,31987,Ayrun,Zarina Kassir,False,17741,TheJRM_,Ace Visconti,True,17741,Yerv,Detective David Tapp,True,17741,Ralph,William "Bill" Overbeck,True,17741
530,13,Crotus Prenn Asylum,Father Campbell's Chapel,TrU3Ta1ent,Demogorgon,1,9,Brutal Killer,24477,Ohmwrecker,Ace Visconti,True,13807,Bronx,Jeffrey "Jeff" Johansen,True,13807,Ayrun,William "Bill" Overbeck,True,13807,SpookyLoopz,Nancy Wheeler,False,13807
531,16,Backwater Swamp,The Pale Rose,praxz,Nurse,2,6,Entity Displeased,24850,Ohmwrecker,Detective David Tapp,True,9666,ZubatLEL,Leon Scott Kennedy,True,9666,SpookyLoopz,Quentin Smith,False,9666,Fungoose,Feng Min,False,9666
532,11,Backwater Swamp,Grim Pantry,Abadjar,Huntress,1,3,Brutal Killer,24807,Uncharted,Jeffrey "Jeff" Johansen,True,24674,Ayrun,Jill Valentine,True,24674,Fungoose,Dwight Fairfield,False,24674,ANGRYPUG,Meg Thomas,True,24674
533,13,The MacMillan Estate,Groaning Storehouse,Yerv,Doctor,4,12,Ruthless Killer,6705,ANGRYPUG,Zarina Kassir,False,6048,hexy,William "Bill" Overbeck,False,6048,Bronx,Detective David Tapp,False,6048,Abadjar,Meg Thomas,False,6048
534,18,Crotus Prenn Asylum,Father Campbell's Chapel,OhTofu,Doctor,2,10,Brutal Killer,15014,Otzdarva,Nea Karlsson,True,10173,TrajceBrukata,Laurie Strode,False,10173,Yerv,David King,True,10173,SpookyLoopz,Detective David Tapp,False,10173
535,18,The MacMillan Estate,Suffocation Pit,Yerv,Blight,1,9,Brutal Killer,16318,Ohmwrecker,Detective David Tapp,True,6138,Otzdarva,Detective David Tapp,True,6138,hexy,Quentin Smith,True,6138,TheJRM_,David King,False,6138
536,16,Crotus Prenn Asylum,Disturbed Ward,ANGRYPUG,Legion,2,10,Brutal Killer,31932,Ralph,Élodie Rakoto,True,23705,ZubatLEL,Meg Thomas,False,23705,TheJRM_,Nancy Wheeler,True,23705,OhTofu,Dwight Fairfield,False,23705
537,17,Backwater Swamp,The Pale Rose,Ohmwrecker,Spirit,4,12,Ruthless Killer,25487,TheJRM_,Jill Valentine,False,30179,Abadjar,Feng Min,False,30179,ZubatLEL,Nea Karlsson,False,30179,Trivialiac,Yun-Jin Lee,False,30179
538,14,Crotus Prenn Asylum,Father Campbell's Chapel,OhTofu,Executioner,0,8,Entity Displeased,18994,Otzdarva,Yui Kimura,True,11943,Abadjar,Felix Richter,True,11943,Ev3ntic,Zarina Kassir,True,11943,Umbra,Kate Denson,True,11943
539,19,Crotus Prenn Asylum,Disturbed Ward,Trivialiac,Trapper,3,9,Ruthless Killer,5287,Uncharted,Jill Valentine,False,10625,Umbra,Mikaela Reid,True,10625,Ohmwrecker,Steve Harrington,False,10625,SpookyLoopz,Yui Kimura,False,10625
540,12,Haddonfield,Lampkin Lane,Yerv,Executioner,3,11,Ruthless Killer,25711,Uncharted,Nancy Wheeler,False,11243,imPROBZZ,Ash J. Williams,False,11243,Ohmwrecker,Detective David Tapp,False,11243,Umbra,Cheryl Mason,True,11243
541,20,Haddonfield,Lampkin Lane,TrU3Ta1ent,Plague,0,0,Entity Displeased,11462,ZubatLEL,Laurie Strode,True,5926,Ayrun,Zarina Kassir,True,5926,Ohmwrecker,Kate Denson,True,5926,Ralph,Quentin Smith,True,5926
542,19,Haddonfield,Lampkin Lane,Ralph,Shape,3,11,Ruthless Killer,25518,Abadjar,Felix Richter,False,27938,Yerv,Leon Scott Kennedy,False,27938,ANGRYPUG,Adam Francis,False,27938,Ayrun,Meg Thomas,True,27938
543,20,Backwater Swamp,The Pale Rose,TrajceBrukata,Shape,2,10,Brutal Killer,19032,Ohmwrecker,Steve Harrington,True,26350,Yerv,Yui Kimura,False,26350,TrU3Ta1ent,Feng Min,True,26350,Bronx,William "Bill" Overbeck,False,26350
544,12,Backwater Swamp,Grim Pantry,Bronx,Trickster,1,9,Entity Displeased,12910,Abadjar,Jonah Vasquez,False,18742,Ayrun,Jake Park,True,18742,Umbra,Nancy Wheeler,True,18742,TheJRM_,Leon Scott Kennedy,True,18742
545,16,The MacMillan Estate,Coal Tower,SpookyLoopz,Nightmare,3,9,Ruthless Killer,26486,praxz,Quentin Smith,True,7024,Trivialiac,William "Bill" Overbeck,False,7024,Ohmwrecker,Cheryl Mason,False,7024,Ayrun,Cheryl Mason,False,7024
546,14,The MacMillan Estate,Shelter Woods,Abadjar,Deathslinger,4,12,Merciless Killer,13727,Otzdarva,Yun-Jin Lee,False,27519,Umbra,Meg Thomas,False,27519,Yerv,Cheryl Mason,False,27519,hexy,Claudette Morel,False,27519
547,9,Haddonfield,Lampkin Lane,Trivialiac,Nightmare,0,0,Entity Displeased,21303,Ev3ntic,Jane Romero,True,26268,ScottJund,Feng Min,True,26268,Bronx,Feng Min,True,26268,SpookyLoopz,Detective David Tapp,True,26268
548,19,The MacMillan Estate,Coal Tower,hexy,Plague,4,12,Ruthless Killer,22053,imPROBZZ,Jane Romero,False,19270,Ayrun,Ash J. Williams,False,19270,TrajceBrukata,William "Bill" Overbeck,False,19270,ANGRYPUG,Claudette Morel,False,19270
549,13,Backwater Swamp,Grim Pantry,Otzdarva,Nurse,3,9,Ruthless Killer,21623,ScottJund,Adam Francis,True,10715,TrajceBrukata,Jeffrey "Jeff" Johansen,False,10715,Skermz,Yun-Jin Lee,False,10715,Ayrun,William "Bill" Overbeck,False,10715
550,15,Crotus Prenn Asylum,Disturbed Ward,ANGRYPUG,Pig,2,10,Entity Displeased,22301,TrU3Ta1ent,Yui Kimura,False,29856,Umbra,Ace Visconti,True,29856,ZubatLEL,Leon Scott Kennedy,False,29856,TrajceBrukata,Feng Min,True,29856
551,16,Crotus Prenn Asylum,Disturbed Ward,TrU3Ta1ent,Cannibal,2,6,Brutal Killer,23373,Uncharted,Ace Visconti,False,26121,Otzdarva,Yui Kimura,True,26121,imPROBZZ,Adam Francis,True,26121,Yerv,Claudette Morel,False,26121
552,12,Crotus Prenn Asylum,Father Campbell's Chapel,Umbra,Nemesis,4,12,Ruthless Killer,13256,Otzdarva,Kate Denson,False,8814,TrajceBrukata,Yui Kimura,False,8814,TheJRM_,Claudette Morel,False,8814,OhTofu,Yun-Jin Lee,False,8814
553,8,Crotus Prenn Asylum,Disturbed Ward,imPROBZZ,Wraith,2,6,Entity Displeased,28270,Yerv,Yui Kimura,True,14918,Skermz,Jane Romero,False,14918,Ev3ntic,Dwight Fairfield,False,14918,praxz,Claudette Morel,True,14918
554,13,Haddonfield,Lampkin Lane,Fungoose,Oni,3,11,Ruthless Killer,27371,Uncharted,Steve Harrington,True,24569,Ev3ntic,Quentin Smith,False,24569,ZubatLEL,Laurie Strode,False,24569,ANGRYPUG,Jake Park,False,24569
555,18,The MacMillan Estate,Coal Tower,TheJRM_,Cannibal,4,12,Ruthless Killer,29909,TrU3Ta1ent,Dwight Fairfield,False,31045,Fungoose,Mikaela Reid,False,31045,Ohmwrecker,Yui Kimura,False,31045,OhTofu,Ace Visconti,False,31045
556,14,Crotus Prenn Asylum,Disturbed Ward,Ralph,Twins,2,6,Entity Displeased,8878,Trivialiac,Yun-Jin Lee,True,26413,imPROBZZ,Nea Karlsson,False,26413,Uncharted,Ash J. Williams,False,26413,SpookyLoopz,Dwight Fairfield,True,26413
557,18,The MacMillan Estate,Shelter Woods,Ev3ntic,Deathslinger,2,10,Entity Displeased,31780,OhTofu,David King,False,16213,Umbra,Claudette Morel,True,16213,Ayrun,Leon Scott Kennedy,False,16213,Uncharted,William "Bill" Overbeck,True,16213
558,17,Crotus Prenn Asylum,Disturbed Ward,Otzdarva,Demogorgon,2,10,Brutal Killer,6491,Bronx,William "Bill" Overbeck,False,17112,Yerv,William "Bill" Overbeck,True,17112,ZubatLEL,Yun-Jin Lee,True,17112,Umbra,Quentin Smith,False,17112
559,7,Backwater Swamp,The Pale Rose,TheJRM_,Artist,2,10,Entity Displeased,26390,Skermz,Jeffrey "Jeff" Johansen,False,7479,praxz,Jake Park,True,7479,Uncharted,Kate Denson,False,7479,TrajceBrukata,Cheryl Mason,True,7479
560,12,Backwater Swamp,The Pale Rose,ANGRYPUG,Legion,4,12,Ruthless Killer,18898,Ayrun,Laurie Strode,False,27185,ZubatLEL,Adam Francis,False,27185,ScottJund,William "Bill" Overbeck,False,27185,Abadjar,Claudette Morel,False,27185
561,11,The MacMillan Estate,Shelter Woods,Ohmwrecker,Legion,0,8,Entity Displeased,28595,Otzdarva,Dwight Fairfield,True,12919,Uncharted,Detective David Tapp,True,12919,TrU3Ta1ent,Jill Valentine,True,12919,hexy,Jake Park,True,12919
562,10,The MacMillan Estate,Ironworks of Misery,ANGRYPUG,Deathslinger,0,0,Entity Displeased,22986,Ralph,Ace Visconti,True,30804,Bronx,Yun-Jin Lee,True,30804,SpookyLoopz,Cheryl Mason,True,30804,TrU3Ta1ent,Yui Kimura,True,30804
563,10,The MacMillan Estate,Ironworks of Misery,Abadjar,Hag,1,9,Entity Displeased,25214,Ayrun,Felix Richter,True,17234,TheJRM_,Dwight Fairfield,False,17234,praxz,Jonah Vasquez,True,17234,Skermz,Yun-Jin Lee,True,17234
564,8,The MacMillan Estate,Shelter Woods,hexy,Nurse,3,9,Ruthless Killer,27362,Skermz,Jake Park,False,20197,Bronx,Nea Karlsson,False,20197,TrajceBrukata,Cheryl Mason,True,20197,TheJRM_,Mikaela Reid,False,20197
565,19,Haddonfield,Lampkin Lane,OhTofu,Cenobite,4,12,Merciless Killer,30050,praxz,Jill Valentine,False,12211,ZubatLEL,Adam Francis,False,12211,Uncharted,Zarina Kassir,False,12211,TrajceBrukata,Kate Denson,False,12211
566,9,Crotus Prenn Asylum,Disturbed Ward,TrajceBrukata,Trickster,0,8,Entity Displeased,12131,Yerv,Detective David Tapp,True,22889,Bronx,Jonah Vasquez,True,22889,ANGRYPUG,Detective David Tapp,True,22889,TheJRM_,Yun-Jin Lee,True,22889
567,13,The MacMillan Estate,Groaning Storehouse,TrajceBrukata,Ghost Face,3,9,Ruthless Killer,8611,Ayrun,Jeffrey "Jeff" Johansen,True,16367,Ev3ntic,Ash J. Williams,False,16367,OhTofu,Mikaela Reid,False,16367,Bronx,Felix Richter,False,16367
568,19,Crotus Prenn Asylum,Disturbed Ward,imPROBZZ,Cannibal,2,6,Brutal Killer,14004,Ralph,Detective David Tapp,True,23698,SpookyLoopz,Steve Harrington,False,23698,Trivialiac,Ace Visconti,True,23698,Abadjar,William "Bill" Overbeck,False,23698
569,18,Crotus Prenn Asylum,Father Campbell's Chapel,imPROBZZ,Ghost Face,1,3,Entity Displeased,20438,Umbra,Jane Romero,True,12297,Bronx,Ace Visconti,True,12297,ANGRYPUG,Laurie Strode,False,12297,OhTofu,William "Bill" Overbeck,True,12297
570,16,Crotus Prenn Asylum,Disturbed Ward,Bronx,Oni,0,8,Entity Displeased,10010,Uncharted,Élodie Rakoto,True,21469,TheJRM_,Steve Harrington,True,21469,ScottJund,Claudette Morel,True,21469,Otzdarva,Yun-Jin Lee,True,21469
571,13,Haddonfield,Lampkin Lane,Otzdarva,Hillbilly,3,11,Ruthless Killer,11617,Fungoose,Detective David Tapp,False,31825,ScottJund,Detective David Tapp,True,31825,hexy,Laurie Strode,False,31825,imPROBZZ,Steve Harrington,False,31825
572,11,Haddonfield,Lampkin Lane,Uncharted,Huntress,2,10,Entity Displeased,27017,Fungoose,Jane Romero,True,16349,Ohmwrecker,Quentin Smith,False,16349,imPROBZZ,Claudette Morel,False,16349,Ralph,Jill Valentine,True,16349
573,8,Haddonfield,Lampkin Lane,Skermz,Nightmare,2,10,Entity Displeased,6248,Ralph,Élodie Rakoto,True,6549,ScottJund,Jane Romero,False,6549,Otzdarva,Dwight Fairfield,False,6549,TheJRM_,Jane Romero,True,6549
574,10,The MacMillan Estate,Groaning Storehouse,Umbra,Blight,3,9,Ruthless Killer,8462,SpookyLoopz,Kate Denson,False,17377,Ralph,Jeffrey "Jeff" Johansen,False,17377,Bronx,Feng Min,True,17377,Fungoose,Élodie Rakoto,False,17377
575,8,Crotus Prenn Asylum,Disturbed Ward,hexy,Deathslinger,0,0,Entity Displeased,11322,ScottJund,Mikaela Reid,True,17865,Ev3ntic,Mikaela Reid,True,17865,praxz,David King,True,17865,Ohmwrecker,Laurie Strode,True,17865
576,8,Crotus Prenn Asylum,Father Campbell's Chapel,Bronx,Pig,3,11,Ruthless Killer,18126,Fungoose,Jill Valentine,False,18634,Trivialiac,Jeffrey "Jeff" Johansen,False,18634,Ralph,Ace Visconti,True,18634,TrajceBrukata,Yun-Jin Lee,False,18634
577,18,Backwater Swamp,Grim Pantry,OhTofu,Nurse,1,3,Entity Displeased,20769,Uncharted,Steve Harrington,True,31122,Trivialiac,William "Bill" Overbeck,True,31122,praxz,William "Bill" Overbeck,True,31122,Yerv,David King,False,31122
578,12,Backwater Swamp,Grim Pantry,Ralph,Demogorgon,4,12,Merciless Killer,13041,Yerv,Claudette Morel,False,27598,TheJRM_,Jill Valentine,False,27598,ZubatLEL,Leon Scott Kennedy,False,27598,OhTofu,Yun-Jin Lee,False,27598
579,17,Haddonfield,Lampkin Lane,Ohmwrecker,Oni,2,6,Entity Displeased,29785,TrU3Ta1ent,Mikaela Reid,True,14393,ANGRYPUG,Nancy Wheeler,False,14393,Uncharted,Yun-Jin Lee,False,14393,Trivialiac,Dwight Fairfield,True,14393
580,16,Crotus Prenn Asylum,Disturbed Ward,ANGRYPUG,Shape,2,10,Brutal Killer,11909,TrU3Ta1ent,Jane Romero,True,11421,Trivialiac,David King,True,11421,Yerv,Leon Scott Kennedy,False,11421,praxz,Jane Romero,False,11421
581,19,The MacMillan Estate,Shelter Woods,hexy,Doctor,1,3,Entity Displeased,16125,Ev3ntic,Jonah Vasquez,True,13576,Trivialiac,Quentin Smith,False,13576,SpookyLoopz,William "Bill" Overbeck,True,13576,Otzdarva,Detective David Tapp,True,13576
582,11,The MacMillan Estate,Suffocation Pit,TheJRM_,Trickster,3,11,Ruthless Killer,29398,Fungoose,Ash J. Williams,False,22079,Skermz,Felix Richter,False,22079,OhTofu,Laurie Strode,False,22079,imPROBZZ,Feng Min,True,22079
583,14,Backwater Swamp,The Pale Rose,hexy,Plague,4,12,Merciless Killer,31386,ANGRYPUG,Jeffrey "Jeff" Johansen,False,7042,TrajceBrukata,Jill Valentine,False,7042,ZubatLEL,Kate Denson,False,7042,praxz,Mikaela Reid,False,7042
584,15,Crotus Prenn Asylum,Father Campbell's Chapel,Skermz,Hag,4,12,Merciless Killer,19178,Abadjar,Leon Scott Kennedy,False,5665,Umbra,Felix Richter,False,5665,imPROBZZ,Mikaela Reid,False,5665,SpookyLoopz,Cheryl Mason,False,5665
585,10,Crotus Prenn Asylum,Father Campbell's Chapel,Ohmwrecker,Deathslinger,4,12,Ruthless Killer,19931,Abadjar,Dwight Fairfield,False,18758,Trivialiac,Laurie Strode,False,18758,Umbra,Ash J. Williams,False,18758,TrajceBrukata,Jane Romero,False,18758
586,7,Crotus Prenn Asylum,Disturbed Ward,Ohmwrecker,Nemesis,3,11,Ruthless Killer,31606,ZubatLEL,Feng Min,True,29807,Fungoose,Felix Richter,False,29807,Bronx,Jonah Vasquez,False,29807,Ev3ntic,Felix Richter,False,29807
587,16,Haddonfield,Lampkin Lane,SpookyLoopz,Legion,2,10,Brutal Killer,21408,Fungoose,Leon Scott Kennedy,True,11492,ScottJund,Quentin Smith,False,11492,hexy,Detective David Tapp,False,11492,Ev3ntic,Jane Romero,True,11492
588,8,The MacMillan Estate,Shelter Woods,TrajceBrukata,Nightmare,3,9,Ruthless Killer,6591,Trivialiac,Dwight Fairfield,False,29519,Fungoose,Felix Richter,False,29519,Ev3ntic,Meg Thomas,True,29519,hexy,Élodie Rakoto,False,29519
589,13,Crotus Prenn Asylum,Father Campbell's Chapel,Skermz,Trickster,4,12,Ruthless Killer,14014,Ev3ntic,Steve Harrington,False,31808,Umbra,Jeffrey "Jeff" Johansen,False,31808,TrajceBrukata,Feng Min,False,31808,hexy,Jake Park,False,31808
590,8,Crotus Prenn Asylum,Father Campbell's Chapel,Bronx,Trapper,4,12,Ruthless Killer,29910,ZubatLEL,Cheryl Mason,False,21520,Umbra,Feng Min,False,21520,Ev3ntic,Jeffrey "Jeff" Johansen,False,21520,Ayrun,Laurie Strode,False,21520
591,9,The MacMillan Estate,Suffocation Pit,Abadjar,Spirit,1,3,Entity Displeased,10503,Trivialiac,David King,False,9614,Ohmwrecker,Jonah Vasquez,True,9614,Uncharted,Yun-Jin Lee,True,9614,imPROBZZ,Ash J. Williams,True,9614
592,7,Crotus Prenn Asylum,Father Campbell's Chapel,TrU3Ta1ent,Demogorgon,0,0,Entity Displeased,11993,TheJRM_,Laurie Strode,True,21419,SpookyLoopz,Jonah Vasquez,True,21419,ANGRYPUG,Nancy Wheeler,True,21419,imPROBZZ,Ace Visconti,True,21419
593,19,Crotus Prenn Asylum,Father Campbell's Chapel,Ohmwrecker,Oni,1,9,Brutal Killer,30665,hexy,Zarina Kassir,False,26013,Yerv,Yui Kimura,True,26013,ANGRYPUG,Cheryl Mason,True,26013,Abadjar,Jane Romero,True,26013
594,17,Crotus Prenn Asylum,Disturbed Ward,Fungoose,Cannibal,1,3,Entity Displeased,7563,Ev3ntic,Yui Kimura,False,12024,TheJRM_,Ash J. Williams,True,12024,TrajceBrukata,Leon Scott Kennedy,True,12024,ScottJund,Quentin Smith,True,12024
595,13,The MacMillan Estate,Ironworks of Misery,Ohmwrecker,Nightmare,0,0,Entity Displeased,15897,Ralph,Adam Francis,True,25055,Skermz,Steve Harrington,True,25055,OhTofu,Adam Francis,True,25055,ANGRYPUG,Feng Min,True,25055
596,10,Crotus Prenn Asylum,Disturbed Ward,TrU3Ta1ent,Hag,2,10,Entity Displeased,11908,OhTofu,William "Bill" Overbeck,False,29067,ZubatLEL,Jane Romero,False,29067,Ayrun,Feng Min,True,29067,Umbra,Adam Francis,True,29067
597,13,Crotus Prenn Asylum,Disturbed Ward,Umbra,Twins,3,9,Ruthless Killer,31518,Ayrun,Jake Park,False,22430,Uncharted,Yui Kimura,False,22430,OhTofu,Mikaela Reid,True,22430,TrU3Ta1ent,Felix Richter,False,22430
598,16,Backwater Swamp,Grim Pantry,TheJRM_,Oni,1,9,Brutal Killer,19356,Bronx,Claudette Morel,True,21389,ANGRYPUG,Jill Valentine,False,21389,Ev3ntic,Kate Denson,True,21389,Uncharted,Adam Francis,True,21389
599,12,Backwater Swamp,The Pale Rose,ZubatLEL,Spirit,1,3,Brutal Killer,31916,Ayrun,Dwight Fairfield,True,29462,TrajceBrukata,Kate Denson,False,29462,Trivialiac,Detective David Tapp,True,29462,hexy,Felix Richter,True,29462
600,14,Crotus Prenn Asylum,Father Campbell's Chapel,Bronx,Doctor,3,11,Ruthless Killer,26012,Yerv,Yun-Jin Lee,False,27800,imPROBZZ,Adam Francis,False,27800,Fungoose,Leon Scott Kennedy,True,27800,ZubatLEL,Jake Park,False,27800
601,16,Backwater Swamp,Grim Pantry,ANGRYPUG,Nightmare,2,6,Entity Displeased,8438,Otzdarva,Ace Visconti,True,25175,Skermz,Claudette Morel,False,25175,Trivialiac,Laurie Strode,False,25175,Bronx,Jake Park,True,25175
602,8,Haddonfield,Lampkin Lane,TrU3Ta1ent,Nemesis,2,10,Brutal Killer,19018,TheJRM_,Quentin Smith,False,14786,Trivialiac,Adam Francis,False,14786,ScottJund,Feng Min,True,14786,imPROBZZ,Cheryl Mason,True,14786
603,11,The MacMillan Estate,Shelter Woods,SpookyLoopz,Artist,0,8,Entity Displeased,29071,Uncharted,Adam Francis,True,28472,Umbra,Feng Min,True,28472,TheJRM_,Jonah Vasquez,True,28472,TrU3Ta1ent,Adam Francis,True,28472
604,10,The MacMillan Estate,Ironworks of Misery,ScottJund,Spirit,0,8,Entity Displeased,12909,TrajceBrukata,Detective David Tapp,True,31125,Ohmwrecker,Jeffrey "Jeff" Johansen,True,31125,TrU3Ta1ent,Yun-Jin Lee,True,31125,hexy,Felix Richter,True,31125
605,10,Haddonfield,Lampkin Lane,Ralph,Wraith,1,3,Brutal Killer,25493,Umbra,William "Bill" Overbeck,True,19541,imPROBZZ,Leon Scott Kennedy,True,19541,hexy,Jill Valentine,False,19541,Skermz,Claudette Morel,True,19541
606,18,Haddonfield,Lampkin Lane,praxz,Pig,2,6,Brutal Killer,31595,Bronx,Felix Richter,False,18396,Skermz,William "Bill" Overbeck,False,18396,OhTofu,Nea Karlsson,True,18396,Ohmwrecker,Leon Scott Kennedy,True,18396
607,18,The MacMillan Estate,Coal Tower,Ayrun,Cenobite,3,11,Ruthless Killer,12409,Ralph,Mikaela Reid,False,28544,Skermz,Steve Harrington,True,28544,SpookyLoopz,Yun-Jin Lee,False,28544,Fungoose,Kate Denson,False,28544
608,10,The MacMillan Estate,Ironworks of Misery,Ohmwrecker,Trapper,3,11,Ruthless Killer,28581,hexy,Laurie Strode,False,26883,OhTofu,Claudette Morel,False,26883,praxz,Quentin Smith,True,26883,TheJRM_,Dwight Fairfield,False,26883
609,19,Backwater Swamp,Grim Pantry,Abadjar,Trickster,1,3,Entity Displeased,31720,Ohmwrecker,Dwight Fairfield,True,23821,ZubatLEL,Élodie Rakoto,False,23821,TrU3Ta1ent,Jane Romero,True,23821,Trivialiac,David King,True,23821
610,14,Backwater Swamp,The Pale Rose,praxz,Legion,3,11,Ruthless Killer,21529,imPROBZZ,Leon Scott Kennedy,False,21013,Uncharted,Dwight Fairfield,False,21013,ZubatLEL,Jeffrey "Jeff" Johansen,False,21013,Ohmwrecker,Mikaela Reid,True,21013
611,17,The MacMillan Estate,Ironworks of Misery,Ohmwrecker,Spirit,0,0,Entity Displeased,24454,Uncharted,Nancy Wheeler,True,29464,Fungoose,Yui Kimura,True,29464,hexy,Jane Romero,True,29464,Otzdarva,Élodie Rakoto,True,29464
612,18,Crotus Prenn Asylum,Father Campbell's Chapel,hexy,Nurse,4,12,Merciless Killer,26072,ScottJund,Mikaela Reid,False,27921,Ralph,William "Bill" Overbeck,False,27921,Uncharted,Detective David Tapp,False,27921,Yerv,Zarina Kassir,False,27921
613,14,Haddonfield,Lampkin Lane,Yerv,Wraith,4,12,Merciless Killer,26640,Umbra,Mikaela Reid,False,22103,imPROBZZ,Zarina Kassir,False,22103,SpookyLoopz,Mikaela Reid,False,22103,Uncharted,Laurie Strode,False,22103
614,16,The MacMillan Estate,Coal Tower,imPROBZZ,Twins,1,3,Brutal Killer,16068,SpookyLoopz,Yui Kimura,False,22039,Trivialiac,Jill Valentine,True,22039,Umbra,Nea Karlsson,True,22039,Ohmwrecker,Felix Richter,True,22039
615,17,The MacMillan Estate,Groaning Storehouse,TrajceBrukata,Pig,3,9,Ruthless Killer,24966,Otzdarva,Jane Romero,False,14106,Trivialiac,Dwight Fairfield,False,14106,OhTofu,Jake Park,False,14106,imPROBZZ,Jake Park,True,14106
616,17,Backwater Swamp,Grim Pantry,Ralph,Spirit,0,0,Entity Displeased,23612,Bronx,Élodie Rakoto,True,23678,hexy,Élodie Rakoto,True,23678,imPROBZZ,Kate Denson,True,23678,Trivialiac,Quentin Smith,True,23678
617,14,Crotus Prenn Asylum,Father Campbell's Chapel,Ayrun,Plague,2,6,Entity Displeased,15393,TrU3Ta1ent,Feng Min,False,17315,OhTofu,Yui Kimura,False,17315,ANGRYPUG,David King,True,17315,Ohmwrecker,Meg Thomas,True,17315
618,20,Crotus Prenn Asylum,Disturbed Ward,praxz,Trapper,2,10,Entity Displeased,12270,ANGRYPUG,Ash J. Williams,True,19405,Ev3ntic,Jake Park,False,19405,Bronx,Feng Min,False,19405,hexy,Felix Richter,True,19405
